student_id,age,gender,ethnicity,family_income,parent_education,family_size,single_parent,gpa_previous_year,attendance_rate,disciplinary_incidents,extracurricular_activities,school_type,class_size,teacher_student_ratio,absences_last_semester,late_arrivals,homework_completion_rate,counseling_sessions,tutoring_hours,free_lunch_eligible,dropout_risk
STU_04536,15,Female,White,36804.0,Less than High School,5,1,3.12,0.844,0,2,Public,29,0.067,4,7,0.982,1.0,5.0,0,0
STU_04537,16,Female,Hispanic,15000.0,Bachelor's Degree,3,0,2.02,0.83,0,0,Charter,28,0.081,8,5,0.658,3.0,7.0,0,0
STU_04538,16,Male,Hispanic,15000.0,High School,3,1,0.98,0.907,2,1,Public,23,0.06,6,4,0.633,,6.0,1,0
STU_04539,16,Female,Hispanic,15000.0,Bachelor's Degree,4,0,2.99,0.969,1,2,Public,29,0.034,7,7,0.961,3.0,3.0,0,0
STU_04540,17,Male,Asian,15771.0,Some College,3,0,3.59,0.836,0,3,Public,23,0.067,10,8,0.853,0.0,3.0,0,0
STU_04541,14,Male,White,23410.0,,5,0,4.0,0.872,1,0,Public,19,0.03,13,3,0.898,2.0,5.0,1,0
STU_04542,19,Female,White,24607.0,Graduate Degree,7,0,2.64,0.965,4,1,Public,27,0.031,9,6,0.84,2.0,1.0,1,1
STU_04543,14,Male,White,61785.0,Less than High School,2,1,4.0,0.846,1,1,Charter,31,0.09,5,5,0.787,2.0,2.0,0,0
STU_04544,15,Female,White,43387.0,Some College,4,1,1.71,0.804,2,0,Public,27,0.079,10,6,0.825,4.0,3.0,1,0
STU_04545,17,Male,White,15000.0,Bachelor's Degree,2,1,2.52,0.761,1,0,Public,29,0.03,12,5,0.89,3.0,6.0,0,0
STU_04546,17,Male,Hispanic,,Less than High School,3,0,1.99,0.887,1,1,Private,23,0.037,8,6,0.323,2.0,1.0,1,0
STU_04547,16,Male,White,46845.0,Some College,2,0,3.43,0.858,2,3,Public,25,0.075,14,6,0.68,3.0,3.0,0,1
STU_04548,16,Female,White,27921.0,Bachelor's Degree,2,0,1.76,0.908,1,1,Charter,32,0.083,15,4,0.763,1.0,3.0,0,0
STU_04549,17,Female,Black,34589.0,Graduate Degree,4,0,3.12,0.934,2,2,Private,30,0.063,6,7,0.769,1.0,5.0,0,0
STU_04550,16,Female,White,42288.0,Bachelor's Degree,1,1,1.81,0.905,2,3,Public,30,0.05,3,5,0.631,2.0,3.0,1,0
STU_04551,18,Male,Hispanic,66949.0,High School,1,1,4.0,0.72,1,1,Public,23,0.07,5,9,0.641,3.0,3.0,0,0
STU_04552,17,Male,White,15000.0,Some College,3,1,2.5,0.933,2,2,Private,24,0.085,10,4,0.6,2.0,0.0,1,1
STU_04553,17,Female,Hispanic,29868.0,Bachelor's Degree,1,0,3.1,0.92,0,1,Charter,26,0.05,5,5,0.828,0.0,3.0,0,0
STU_04554,15,Male,Asian,121378.0,Some College,2,1,1.37,0.948,2,1,Public,19,0.081,7,5,0.652,0.0,2.0,0,1
STU_04555,16,Female,White,112795.0,Bachelor's Degree,4,0,1.6,0.796,1,3,Charter,16,0.045,7,10,0.688,4.0,4.0,1,1
STU_04556,16,Male,Hispanic,71736.0,Less than High School,1,0,2.18,0.917,0,1,Public,29,0.043,7,7,0.774,5.0,3.0,1,0
STU_04557,14,Female,Asian,55796.0,Less than High School,1,0,3.48,0.665,1,0,Private,18,0.072,4,4,0.769,1.0,2.0,1,0
STU_04558,17,Male,Hispanic,,Some College,3,1,3.33,0.743,1,5,Public,24,0.077,10,2,0.816,4.0,2.0,1,0
STU_04559,15,Female,White,150000.0,Graduate Degree,4,0,3.67,0.568,2,1,Public,29,0.07,9,4,0.797,2.0,0.0,1,1
STU_04560,17,Male,White,32753.0,Some College,2,0,1.59,0.685,2,2,Public,23,0.056,14,4,0.495,0.0,1.0,1,1
STU_04561,14,Male,Hispanic,16722.0,Graduate Degree,3,0,3.21,0.663,0,1,Charter,22,0.067,5,6,0.708,0.0,2.0,0,1
STU_04562,19,Male,Asian,29254.0,Graduate Degree,1,1,2.35,0.798,3,1,Public,30,0.06,7,9,0.8,0.0,0.0,1,0
STU_04563,15,Male,White,150000.0,Graduate Degree,4,1,2.15,0.75,1,3,Public,30,0.063,12,3,0.407,2.0,1.0,0,0
STU_04564,16,Male,White,15000.0,Graduate Degree,2,0,2.37,0.984,2,0,Public,33,0.077,9,1,0.758,4.0,3.0,1,0
STU_04565,17,Female,White,24924.0,Bachelor's Degree,3,1,2.71,0.863,2,2,Public,24,0.041,4,8,0.823,,4.0,1,0
STU_04566,15,Female,White,15000.0,Bachelor's Degree,7,0,3.33,0.793,2,3,Public,15,0.076,6,4,0.559,0.0,4.0,1,1
STU_04567,17,Female,White,40127.0,Some College,1,0,3.7,0.795,0,1,Public,26,0.09,5,5,0.762,0.0,3.0,1,0
STU_04568,14,Female,White,15000.0,Less than High School,5,0,3.22,0.973,3,3,Public,25,0.044,7,10,0.815,3.0,2.0,0,0
STU_04569,18,Female,White,33290.0,Less than High School,1,0,3.31,0.67,1,1,Public,19,0.086,8,6,0.862,,2.0,1,0
STU_04570,16,Male,White,15000.0,Less than High School,6,0,4.0,0.895,1,1,Public,27,0.064,9,2,0.868,0.0,2.0,0,1
STU_04571,15,Male,Asian,59522.0,Less than High School,3,1,3.36,0.609,0,3,Public,19,0.072,6,3,0.528,3.0,4.0,1,0
STU_04572,16,Male,White,96556.0,Less than High School,6,1,2.63,0.94,2,3,Charter,34,0.034,5,6,0.916,1.0,4.0,0,0
STU_04573,17,Female,White,26711.0,Graduate Degree,2,0,3.26,0.768,0,2,Public,22,0.073,10,3,0.863,1.0,3.0,0,1
STU_04574,15,Male,White,32594.0,Some College,3,0,4.0,0.801,1,2,Public,15,0.03,7,3,0.403,1.0,4.0,0,0
STU_04575,15,Male,Asian,31865.0,High School,3,0,2.1,0.84,1,2,Public,28,0.036,13,4,0.776,1.0,3.0,0,0
STU_04576,16,Female,Black,41971.0,Bachelor's Degree,5,0,2.46,0.814,0,1,Public,29,0.03,6,4,0.728,,6.0,0,0
STU_04577,14,Male,Black,35223.0,Some College,3,0,3.96,0.76,2,0,Private,21,0.04,10,5,0.796,3.0,5.0,0,0
STU_04578,19,Female,White,67137.0,Less than High School,4,1,2.57,0.824,0,2,Public,19,0.049,8,5,0.767,4.0,4.0,0,0
STU_04579,15,Female,Black,97385.0,Bachelor's Degree,4,0,3.41,0.765,0,2,Private,34,0.06,3,4,0.796,2.0,4.0,1,0
STU_04580,17,Male,White,18935.0,High School,1,0,3.83,0.7,0,0,Public,37,0.03,5,2,0.762,2.0,3.0,1,0
STU_04581,16,Male,White,28354.0,,3,0,1.8,0.629,1,2,Public,30,0.068,10,4,0.934,,2.0,0,1
STU_04582,15,Female,Hispanic,74704.0,High School,2,1,2.47,0.868,2,3,Public,24,0.054,9,4,0.897,2.0,7.0,1,0
STU_04583,16,Female,Black,15000.0,Some College,5,0,3.76,0.634,0,1,Private,22,0.077,6,5,0.937,2.0,4.0,0,0
STU_04584,17,Male,Black,15000.0,Bachelor's Degree,1,0,2.7,0.813,3,1,Public,27,0.071,9,2,0.771,4.0,3.0,1,0
STU_04585,16,Female,Asian,43523.0,High School,5,0,1.19,0.565,2,1,Public,28,0.078,9,4,0.648,1.0,1.0,0,1
STU_04586,18,Female,Asian,54018.0,Graduate Degree,5,0,2.39,0.952,0,2,Private,24,0.059,9,4,0.842,1.0,4.0,0,0
STU_04587,18,Male,White,20377.0,Less than High School,4,1,3.44,0.981,0,2,Public,23,0.069,8,2,0.73,3.0,7.0,0,0
STU_04588,17,Male,White,22859.0,Some College,2,0,3.82,0.777,0,0,Charter,23,0.063,10,4,0.853,0.0,2.0,0,0
STU_04589,15,Female,White,19769.0,Graduate Degree,3,1,2.84,0.666,1,1,Public,19,0.068,11,7,0.931,0.0,3.0,1,0
STU_04590,14,Male,Asian,18151.0,Graduate Degree,2,0,3.19,0.45,0,2,Public,25,0.056,7,3,0.857,,1.0,1,0
STU_04591,15,Female,White,63247.0,High School,4,0,2.5,0.774,3,2,Public,27,0.03,7,6,0.619,0.0,1.0,0,1
STU_04592,16,Male,Asian,15000.0,Less than High School,3,1,3.52,0.777,1,2,Public,27,0.071,13,4,0.776,2.0,5.0,1,0
STU_04593,17,Female,White,29366.0,Bachelor's Degree,3,1,3.94,0.905,1,0,Private,22,0.067,8,11,0.863,3.0,3.0,0,0
STU_04594,14,Female,White,17601.0,Less than High School,3,0,3.41,0.633,1,0,Charter,30,0.072,9,10,0.958,3.0,2.0,1,0
STU_04595,16,Female,White,15000.0,Some College,3,0,2.71,0.82,0,3,Private,26,0.057,5,5,0.836,2.0,4.0,1,0
STU_04596,16,Male,White,72849.0,Bachelor's Degree,3,0,3.15,0.673,3,4,Private,30,0.091,5,2,0.569,4.0,3.0,0,0
STU_04597,16,Male,Asian,23960.0,Some College,1,1,3.56,0.809,1,2,Public,25,0.058,9,7,0.946,,3.0,0,0
STU_04598,18,Female,White,42224.0,,2,1,2.82,0.862,2,1,Public,25,0.058,12,7,0.901,3.0,,1,0
STU_04599,17,Male,White,15000.0,Some College,6,0,3.44,0.76,0,1,Public,29,0.063,8,4,0.678,3.0,3.0,1,0
STU_04600,18,Male,White,20059.0,Graduate Degree,3,0,3.1,0.938,1,0,Public,23,0.072,12,7,0.71,1.0,1.0,1,0
STU_04601,16,Female,White,66494.0,Some College,5,0,3.94,0.718,2,0,Public,24,0.04,9,5,0.876,3.0,5.0,0,0
STU_04602,17,Male,White,150000.0,Bachelor's Degree,4,1,3.36,0.47,3,3,Charter,24,0.082,9,1,0.835,0.0,2.0,0,1
STU_04603,18,Male,White,15000.0,High School,4,0,2.4,0.849,1,0,Public,24,0.069,4,5,0.781,4.0,,0,1
STU_04604,18,Male,Asian,,High School,4,0,3.92,0.867,1,2,Public,24,0.095,9,4,0.89,4.0,2.0,0,0
STU_04605,14,Female,White,50505.0,High School,1,1,3.17,0.721,0,4,Charter,23,0.066,9,4,0.65,0.0,2.0,0,0
STU_04606,16,Female,White,22184.0,Some College,1,0,2.69,0.919,0,0,Public,36,0.063,11,9,0.791,3.0,2.0,1,1
STU_04607,15,Male,Hispanic,71655.0,High School,4,0,1.72,0.744,2,1,Public,32,0.035,11,3,0.807,2.0,3.0,1,1
STU_04608,17,Male,White,18153.0,Some College,3,0,2.99,0.794,1,3,Public,23,0.058,9,3,0.755,1.0,5.0,0,0
STU_04609,17,Male,White,41072.0,Bachelor's Degree,1,0,4.0,0.856,1,1,Public,24,0.038,11,4,0.956,2.0,2.0,1,0
STU_04610,15,Female,Hispanic,23917.0,Bachelor's Degree,1,0,0.62,0.905,2,1,Charter,33,0.03,8,9,0.937,3.0,2.0,1,1
STU_04611,16,Male,White,96331.0,High School,2,0,0.65,0.626,2,1,Public,31,0.03,8,8,0.605,2.0,2.0,0,1
STU_04612,14,Female,Hispanic,21140.0,Bachelor's Degree,4,0,3.41,0.733,2,2,Public,27,0.045,11,3,0.731,1.0,2.0,0,0
STU_04613,18,Male,Hispanic,27406.0,Some College,3,0,2.99,0.867,1,2,Public,26,0.052,6,4,0.774,3.0,1.0,1,0
STU_04614,15,Female,Black,77385.0,Less than High School,4,0,3.34,0.556,0,1,Public,24,0.056,4,10,0.801,4.0,2.0,1,1
STU_04615,16,Male,Asian,15956.0,Less than High School,2,0,2.38,0.882,2,1,Public,25,0.072,10,3,0.616,1.0,6.0,1,0
STU_04616,16,Female,White,38369.0,Some College,6,0,1.09,0.764,1,1,Charter,24,0.03,5,4,0.818,2.0,5.0,0,0
STU_04617,18,Male,White,15000.0,High School,1,0,2.13,0.662,0,0,Public,22,0.03,16,8,0.793,3.0,5.0,0,1
STU_04618,14,Male,White,15209.0,Less than High School,3,0,4.0,0.751,0,2,Public,34,0.055,7,6,0.741,4.0,3.0,0,0
STU_04619,16,Female,White,49301.0,Less than High School,8,1,2.44,0.71,0,2,Public,29,0.054,17,5,0.883,3.0,4.0,0,1
STU_04620,16,Female,Black,16439.0,High School,3,0,2.45,0.811,1,2,Public,28,0.06,5,5,0.391,,4.0,0,0
STU_04621,15,Male,Black,23490.0,Graduate Degree,3,0,0.7,0.924,1,2,Public,18,0.054,4,3,0.632,3.0,3.0,0,1
STU_04622,19,Female,Hispanic,53878.0,Bachelor's Degree,1,0,1.36,0.756,3,1,Public,29,0.031,6,2,0.726,2.0,3.0,0,1
STU_04623,15,Female,Hispanic,22849.0,Some College,1,0,3.69,0.869,0,1,Public,15,0.065,6,6,0.902,2.0,3.0,1,0
STU_04624,17,Female,White,,Graduate Degree,1,1,2.59,0.908,0,0,Public,19,0.095,11,3,0.895,3.0,,0,0
STU_04625,17,Male,Hispanic,43154.0,Some College,4,0,3.59,0.901,1,0,Public,29,0.046,7,4,0.622,0.0,4.0,0,0
STU_04626,18,Female,Black,51459.0,Bachelor's Degree,8,0,2.2,0.759,3,4,Public,29,0.045,9,4,0.906,4.0,2.0,1,0
STU_04627,15,Female,Hispanic,98005.0,High School,4,0,1.63,0.445,0,2,Public,15,0.033,6,3,0.726,,1.0,0,0
STU_04628,15,Male,White,46904.0,Some College,4,1,2.59,0.717,0,1,Public,29,0.075,6,6,0.884,1.0,3.0,0,0
STU_04629,18,Female,Hispanic,124378.0,Less than High School,4,0,2.34,0.729,1,2,Public,32,0.092,11,4,0.592,2.0,4.0,0,1
STU_04630,17,Male,White,75283.0,High School,4,0,2.13,0.944,0,2,Public,20,0.082,8,3,0.928,2.0,3.0,0,0
STU_04631,14,Male,Hispanic,23891.0,Less than High School,2,1,2.15,0.925,3,2,Public,29,0.06,8,3,0.83,,2.0,0,0
STU_04632,15,Female,Hispanic,,High School,4,0,2.69,0.976,0,0,Private,25,0.061,9,4,0.625,2.0,4.0,1,0
STU_04633,17,Female,White,44851.0,Less than High School,3,1,2.41,0.77,1,2,Charter,26,0.045,10,5,0.915,2.0,3.0,1,1
STU_04634,17,Male,Black,26483.0,High School,6,0,2.05,0.765,3,1,Public,26,0.039,9,5,0.89,1.0,3.0,0,0
STU_04635,15,Male,Asian,45375.0,Bachelor's Degree,3,0,4.0,0.925,1,2,Public,24,0.079,13,5,0.407,3.0,3.0,0,0
STU_04636,14,Female,White,88421.0,High School,1,0,3.17,0.819,1,0,Charter,34,0.06,5,4,0.634,,2.0,1,0
STU_04637,17,Male,Asian,52263.0,Bachelor's Degree,2,0,2.93,0.845,3,2,Public,31,0.03,10,6,0.71,3.0,,1,0
STU_04638,14,Female,Hispanic,150000.0,Some College,5,0,2.75,0.751,2,3,Private,34,0.042,6,2,0.874,4.0,5.0,0,1
STU_04639,14,Female,Black,86615.0,Some College,1,0,3.33,0.81,2,0,Public,25,0.03,6,7,0.763,1.0,1.0,0,0
STU_04640,14,Male,Asian,55190.0,High School,5,0,3.23,0.826,3,1,Public,24,0.04,5,4,0.64,2.0,5.0,0,0
STU_04641,17,Female,Hispanic,15981.0,Graduate Degree,4,0,1.97,0.85,1,0,Public,27,0.089,10,5,0.607,1.0,2.0,0,1
STU_04642,16,Female,Black,31452.0,Less than High School,5,0,1.57,0.764,0,1,Public,31,0.075,6,6,0.807,4.0,,1,1
STU_04643,16,Male,White,38458.0,Some College,6,0,0.98,0.568,1,2,Public,26,0.06,5,5,0.939,4.0,3.0,0,1
STU_04644,18,Female,White,63405.0,Some College,3,0,4.0,0.9,1,0,Private,25,0.071,9,6,0.441,4.0,4.0,0,0
STU_04645,17,Female,Hispanic,60468.0,High School,3,0,2.44,0.652,1,2,Public,25,0.073,10,5,0.597,1.0,0.0,1,0
STU_04646,18,Female,Asian,41591.0,High School,2,0,3.27,0.916,1,2,Public,29,0.058,7,3,0.63,2.0,2.0,1,0
STU_04647,14,Female,Asian,39986.0,High School,2,0,2.96,0.771,0,0,Private,25,0.082,8,5,0.934,0.0,1.0,1,0
STU_04648,16,Male,Hispanic,64626.0,Bachelor's Degree,1,1,3.53,0.883,2,4,Public,23,0.049,13,7,0.748,2.0,4.0,0,0
STU_04649,14,Male,Hispanic,,Bachelor's Degree,8,0,2.75,0.94,1,0,Public,22,0.063,7,5,0.795,1.0,1.0,0,0
STU_04650,16,Male,White,140986.0,Graduate Degree,2,0,1.74,0.91,0,1,Public,23,0.062,12,10,0.898,2.0,0.0,0,0
STU_04651,16,Male,Other,15000.0,High School,2,1,1.97,0.922,1,1,Public,18,0.061,7,3,0.63,2.0,7.0,0,0
STU_04652,17,Male,White,116346.0,,5,0,2.52,0.788,1,1,Public,21,0.084,9,4,0.699,1.0,1.0,0,0
STU_04653,16,Female,Black,35026.0,Less than High School,1,0,1.53,0.519,1,1,Public,34,0.066,3,6,0.702,1.0,2.0,0,1
STU_04654,17,Female,Hispanic,80989.0,Graduate Degree,4,0,2.12,0.892,1,0,Charter,28,0.045,6,5,0.915,0.0,2.0,1,0
STU_04655,17,Female,Hispanic,48585.0,High School,5,1,1.84,0.87,1,0,Public,28,0.077,8,4,0.825,0.0,2.0,0,1
STU_04656,19,Female,White,47898.0,High School,3,1,2.54,0.574,1,1,Public,23,0.093,13,5,0.37,,2.0,1,1
STU_04657,16,Female,Other,56580.0,Graduate Degree,1,1,2.4,0.794,1,2,Public,15,0.073,9,7,0.764,4.0,9.0,0,1
STU_04658,15,Female,Hispanic,69372.0,Some College,1,0,2.9,0.789,1,2,Public,28,0.08,9,3,0.858,1.0,6.0,0,0
STU_04659,16,Female,Asian,27915.0,Some College,6,0,3.48,0.768,1,2,Public,27,0.03,6,7,0.758,,2.0,1,0
STU_04660,15,Male,White,83103.0,High School,2,0,2.61,0.922,1,2,Public,28,0.065,13,8,0.739,0.0,3.0,0,0
STU_04661,18,Female,Hispanic,15251.0,Some College,3,0,1.6,0.784,1,3,Charter,26,0.053,12,5,0.928,3.0,3.0,0,1
STU_04662,16,Female,Black,36161.0,Graduate Degree,4,0,1.16,0.745,1,0,Public,18,0.038,6,7,0.945,2.0,3.0,0,0
STU_04663,15,Male,Black,70882.0,Some College,4,0,2.93,0.788,1,2,Charter,34,0.038,6,5,0.636,2.0,5.0,0,0
STU_04664,15,Female,Asian,80500.0,High School,3,0,2.27,0.845,2,3,Private,32,0.077,4,6,0.629,3.0,1.0,1,0
STU_04665,17,Female,White,52503.0,Less than High School,6,1,2.67,0.575,1,0,Private,33,0.074,10,5,0.797,1.0,5.0,0,0
STU_04666,16,Male,White,26510.0,High School,6,0,3.06,0.661,0,1,Private,16,0.042,15,10,0.79,5.0,2.0,0,1
STU_04667,15,Female,Hispanic,74412.0,Some College,2,1,3.95,0.605,2,1,Public,27,0.084,9,2,0.418,2.0,4.0,1,1
STU_04668,18,Male,White,21258.0,Less than High School,2,0,1.4,0.704,0,2,Public,30,0.063,4,6,0.793,3.0,4.0,0,1
STU_04669,15,Male,Other,147433.0,Some College,8,0,1.99,0.987,0,4,Public,28,0.075,9,7,0.523,3.0,2.0,0,0
STU_04670,16,Female,White,33937.0,Some College,3,1,2.73,0.711,2,0,Public,25,0.032,6,2,0.558,1.0,1.0,0,1
STU_04671,17,Female,Hispanic,15000.0,Bachelor's Degree,4,0,1.89,0.499,1,0,Public,28,0.035,12,5,0.816,3.0,,0,1
STU_04672,14,Female,White,15000.0,Less than High School,4,1,1.61,0.858,1,3,Public,29,0.034,14,7,0.842,3.0,1.0,0,1
STU_04673,17,Female,Hispanic,37606.0,Bachelor's Degree,3,0,3.85,0.792,2,3,Public,28,0.082,10,6,0.667,3.0,1.0,1,0
STU_04674,14,Male,White,40614.0,Some College,4,1,1.96,0.832,2,2,Public,20,0.05,6,4,0.6,2.0,3.0,1,1
STU_04675,17,Female,White,150000.0,High School,2,0,1.75,0.893,1,2,Public,33,0.075,8,7,0.827,2.0,4.0,1,0
STU_04676,15,Female,White,15823.0,Graduate Degree,6,0,1.88,0.962,0,0,Public,32,0.114,10,5,0.714,0.0,2.0,1,0
STU_04677,17,Female,White,37480.0,High School,2,1,3.67,0.834,2,3,Public,28,0.03,6,7,0.745,0.0,4.0,0,0
STU_04678,18,Male,Other,15560.0,Some College,3,0,2.24,0.935,1,1,Public,29,0.06,9,4,0.361,3.0,1.0,0,0
STU_04679,17,Female,White,24486.0,High School,4,0,1.69,0.768,1,1,Public,19,0.046,7,3,0.747,3.0,3.0,0,1
STU_04680,16,Female,Hispanic,139690.0,Some College,3,0,2.13,0.968,0,1,Public,24,0.081,10,3,0.592,0.0,5.0,1,0
STU_04681,16,Female,Other,15000.0,Some College,6,1,2.76,0.733,1,3,Public,18,0.056,9,5,0.826,0.0,2.0,1,1
STU_04682,15,Female,Black,58083.0,Less than High School,6,0,3.51,0.803,0,2,Public,39,0.082,13,2,0.727,2.0,4.0,0,0
STU_04683,18,Male,Other,49728.0,Some College,2,0,3.45,0.743,4,1,Charter,27,0.061,6,8,0.607,2.0,2.0,0,0
STU_04684,15,Female,Other,35620.0,Some College,4,1,2.18,0.841,4,0,Public,29,0.031,5,4,0.679,0.0,3.0,0,0
STU_04685,14,Female,Hispanic,55025.0,Bachelor's Degree,5,1,2.38,0.538,1,0,Public,25,0.052,5,3,0.748,1.0,4.0,1,0
STU_04686,17,Male,Hispanic,15000.0,Less than High School,1,0,4.0,0.921,1,0,Private,15,0.07,10,7,0.883,1.0,2.0,0,0
STU_04687,15,Female,White,136634.0,High School,3,1,3.6,0.676,0,1,Public,20,0.06,12,8,0.799,2.0,5.0,1,1
STU_04688,15,Female,White,150000.0,Some College,3,0,2.6,0.437,0,1,Private,19,0.04,4,6,0.919,2.0,3.0,1,0
STU_04689,14,Male,Black,37710.0,Less than High School,4,0,0.96,0.884,1,2,Public,26,0.063,13,0,0.61,3.0,1.0,0,0
STU_04690,15,Female,Hispanic,150000.0,Some College,6,0,2.43,0.783,0,1,Public,22,0.03,7,4,0.642,2.0,,0,0
STU_04691,16,Male,Black,26391.0,Less than High School,3,0,1.74,0.897,1,3,Private,31,0.03,7,5,0.933,0.0,2.0,0,0
STU_04692,16,Male,Black,50028.0,High School,1,1,2.11,0.673,2,3,Public,22,0.078,6,4,0.578,2.0,4.0,1,0
STU_04693,17,Female,White,114178.0,Bachelor's Degree,2,0,2.03,0.803,0,3,Public,26,0.083,13,4,0.732,2.0,2.0,0,0
STU_04694,17,Male,Asian,,Bachelor's Degree,6,0,2.62,0.654,0,1,Public,21,0.091,8,11,0.837,0.0,2.0,1,0
STU_04695,16,Male,Hispanic,15000.0,Some College,5,0,2.86,0.916,1,1,Private,31,0.086,6,4,0.783,1.0,0.0,1,1
STU_04696,16,Male,White,15000.0,Bachelor's Degree,2,0,2.21,0.83,0,2,Public,29,0.047,7,5,0.502,6.0,4.0,1,0
STU_04697,17,Male,Asian,150000.0,Bachelor's Degree,6,0,1.78,0.57,0,3,Private,20,0.07,7,4,0.703,2.0,4.0,0,1
STU_04698,18,Female,White,23784.0,Some College,3,1,2.66,0.927,0,2,Public,25,0.061,4,7,0.864,1.0,5.0,1,0
STU_04699,16,Female,Black,31301.0,Graduate Degree,4,0,2.4,0.699,2,2,Private,21,0.068,9,6,0.652,2.0,3.0,0,1
STU_04700,15,Female,Hispanic,15000.0,Some College,2,1,1.28,0.9,1,0,Private,32,0.072,11,3,0.533,2.0,1.0,0,1
STU_04701,15,Female,White,77549.0,Some College,2,0,3.29,0.794,2,0,Public,22,0.093,7,4,0.821,2.0,2.0,1,0
STU_04702,14,Male,Black,19433.0,High School,2,0,2.22,0.655,2,2,Private,29,0.065,8,5,0.806,1.0,1.0,0,0
STU_04703,17,Female,Hispanic,24514.0,Graduate Degree,8,0,2.58,0.82,1,3,Public,26,0.08,7,4,0.65,2.0,4.0,1,1
STU_04704,17,Female,White,46148.0,High School,3,0,2.62,0.983,1,5,Public,22,0.061,9,6,0.511,2.0,5.0,0,0
STU_04705,17,Female,White,15503.0,Less than High School,3,0,2.79,0.829,2,2,Public,33,0.041,8,6,0.674,1.0,,1,0
STU_04706,16,Female,Asian,31481.0,High School,1,0,2.92,0.933,1,1,Public,24,0.054,6,6,0.944,3.0,2.0,0,0
STU_04707,18,Female,White,111499.0,Less than High School,6,1,1.76,0.877,2,2,Public,18,0.055,9,3,0.864,8.0,,0,1
STU_04708,15,Female,Asian,51154.0,High School,2,1,3.05,0.506,2,2,Private,25,0.035,2,5,0.895,3.0,0.0,1,1
STU_04709,17,Male,White,40313.0,Bachelor's Degree,5,0,2.52,0.653,1,2,Public,22,0.033,11,7,0.774,4.0,3.0,0,0
STU_04710,16,Female,Hispanic,43126.0,Some College,3,0,3.67,0.884,0,1,Public,35,0.078,7,5,0.776,1.0,4.0,1,1
STU_04711,15,Male,Asian,26601.0,High School,6,0,3.45,0.784,2,3,Private,29,0.07,12,9,0.718,2.0,6.0,0,1
STU_04712,17,Male,White,,Bachelor's Degree,3,0,3.86,0.847,0,1,Public,31,0.07,12,7,0.922,3.0,4.0,1,0
STU_04713,17,Male,Hispanic,18964.0,Some College,4,1,2.05,0.916,5,0,Charter,18,0.082,10,10,0.637,4.0,,1,0
STU_04714,17,Male,Black,42991.0,Some College,2,0,3.83,0.927,0,0,Public,33,0.076,10,4,0.825,1.0,1.0,0,1
STU_04715,16,Male,Black,39816.0,High School,4,1,2.88,0.941,4,2,Public,24,0.09,3,4,0.891,1.0,1.0,0,0
STU_04716,16,Male,Hispanic,81390.0,Bachelor's Degree,2,0,3.35,0.648,2,1,Public,21,0.051,10,2,0.627,2.0,1.0,1,0
STU_04717,19,Female,Hispanic,87776.0,,4,0,3.34,0.858,2,2,Public,28,0.08,6,4,0.924,6.0,4.0,0,0
STU_04718,18,Female,Black,35397.0,Less than High School,2,0,3.17,0.751,1,2,Public,23,0.046,5,5,0.922,3.0,4.0,0,0
STU_04719,17,Female,Black,45823.0,High School,4,0,1.93,0.919,1,2,Public,22,0.048,12,6,0.665,3.0,5.0,0,0
STU_04720,16,Male,Black,47232.0,Bachelor's Degree,4,0,3.56,0.935,2,1,Public,31,0.032,7,3,0.741,2.0,1.0,0,0
STU_04721,18,Female,White,15000.0,Some College,2,1,3.08,0.796,3,1,Public,17,0.071,5,6,0.931,0.0,2.0,1,0
STU_04722,17,Female,Other,,High School,3,0,1.62,0.922,1,0,Public,22,0.077,9,5,0.688,3.0,2.0,0,1
STU_04723,16,Male,White,22381.0,Less than High School,3,0,2.41,0.881,3,2,Public,27,0.055,4,4,0.811,0.0,4.0,1,0
STU_04724,16,Female,White,23172.0,Some College,3,0,1.83,0.94,3,1,Public,28,0.04,6,5,0.641,1.0,5.0,0,1
STU_04725,16,Female,White,15000.0,Some College,1,0,1.66,0.497,1,3,Private,18,0.086,8,4,0.866,3.0,7.0,0,0
STU_04726,14,Male,White,66149.0,High School,4,0,3.48,0.886,0,2,Public,28,0.063,11,6,0.693,1.0,1.0,0,1
STU_04727,16,Female,White,36377.0,Bachelor's Degree,4,0,1.62,0.983,0,0,Public,28,0.057,9,5,0.654,,2.0,0,1
STU_04728,15,Female,White,30584.0,Graduate Degree,2,1,1.74,0.787,5,0,Public,20,0.08,10,7,0.648,0.0,5.0,0,1
STU_04729,18,Male,White,15000.0,High School,2,0,4.0,0.964,2,3,Private,15,0.1,3,6,0.841,1.0,1.0,1,1
STU_04730,16,Male,Hispanic,35044.0,Some College,3,0,2.44,0.735,0,3,Public,19,0.064,6,5,0.479,0.0,2.0,0,0
STU_04731,14,Male,White,15000.0,Less than High School,2,0,3.33,0.702,1,2,Public,30,0.072,6,6,0.634,1.0,6.0,1,1
STU_04732,16,Male,White,31877.0,Bachelor's Degree,6,0,3.7,0.91,0,0,Private,24,0.079,7,4,0.874,5.0,7.0,1,0
STU_04733,14,Female,White,38198.0,High School,5,0,3.42,0.864,1,2,Public,21,0.04,8,6,0.558,2.0,5.0,0,0
STU_04734,17,Female,White,44070.0,High School,3,1,2.92,0.668,1,2,Public,29,0.03,9,4,0.678,1.0,,0,0
